10,It was sad how nice was the lobby and then u get to your room and it is so bad room wad dirty just a few towels had to use over now came to replace them not clean my room bed was not had i slept in the lobby it would have been better
50,Pretty much moms last tip she will not be able to travel any more. This was her favorite place to go. Wanted her to have one more trip before she got worse. Thank you for all you did. She was upset she did not win.
50,We definitely enjoyed our stay! The staff were friendly and the hotel was amazing! There are plenty of food options and the hotel is walking distance from a Target and restaurants & stores. Warning: They do charge $300 as a damage deposit and you will be reimbursed after your trip. So be aware of that. Besides that it was a great experience and it’s definitely a great place to stay! Security is also terrific since your card only sends you to your designated floor. Also the hot tub was amazing even during the colder times of the year!
50,My girlfriends and I came in for the rock ‘n roll race on the strip. We were so happy to stay at the Park MGM as it was non-smoking everywhere. We loved the spa/salon and the Fitness Center Eataly was also our favorite every day for breakfast and dinner- so many great options. Location was perfect and price was very fair. Will definitely be a topic for future visits to Vegas.
50,My daughter and I always stay here  excellent location great places to eat huge pool nice show room  easy walking to every thing coke store M & M store and the Hershey store Target Walgreens and CVS
40,The prices are ok. Your lungs will thank you as you won't be coughing up second hand smoke constantly. The dining options within very close walking distance offer something for everyone (and many places are great with food allergy options) the rooms are great only complaints in the Nomad room I stayed in was no free mini fridge to store things. There is 1 available for a daily fee. The beds are good but a bit on the stuff side and the pillows are extremely squishy and soft to the point you may need an extra 1. Regardless this is the best choice for a hotel.
10,Hotel was musky dirty and didn't drain in tune or sink. Remote was broken and everything was old and faded. Carpet dirty was overcharged after paying for room online was charged another 130 bucks after paying the 350 room rate. This is not legal nor fair to the consumer.
50,Great place from the steakhouse to the nightlife casinos convenience store Starbucks etc. staff was great and super helpful. I’d recommend this place to anyone visiting Las Vegas. Easy to get around and great service the whole time
50,First stay at Park MGM. Wanted to try it after years of staying in Mandalay Bay. Loved the non-smoking environment! Breakfast in the hotel restaurant was very good. Love the location near T-Mobile with easy access to Trams in both directions.
50,It’s a great place to stay but don’t touch that “mini bar” bc water is $18 on your bill and there’s no fridge. Great location & lots of stuff close by! Good walking spot and proxemics. It’s a nice place
50,Park MGM was a great hotel for our family vacation. The location was great and the room was clean and well stocked. We enjoyed room service and that was quick and easy. The digital app was also great because it made check in and check out really easy.
10,"We paid a LOT of money to stay here ($500/night for a couple of the nights) thinking we would have a great place to stay with our 7 year old for winter break. We chose the ""Stay Well"" room because it sounded great and very clean. The first room we were put in had obviously been smoked in and none of the amenities we had paid for worked. The digital key cards very rarely worked housekeeping and front desk didn't answer the phone and our room wasn't ready at check-in (the mobile check-in piece is terrible). I don't recommend staying here...I think there are much better hotels on the Strip or renting a house would have been a better experience."
30,We stay here at least once or twice a year for the past 3 or so years. We love the location of the property. We enjoy spending time gambling and the service staff was not near as good as in previous years.
50,I love that there is no smoking on this property. The location is great and the shuttle only steps away. There are many great food options. The Nomad lounge has great live music piano in the evenings.
50,Impeccable service ease of check-in nice spa facilities Dolby Live Theater convenient with enjoying performers cleanliness of hotel & casino Eataly food court tasty restaurants & all non-smoking….
50,I always try to stay at Park MGM! I never have a bad thing to say about them! I would recommend this property to everyone! Smoke free rooms are clean great location amazing staff restaurants are so good and the pool is nice!
40,Staff was nice and helpful location is very convenient and perfect. The hallways and rooms were not the cleanest and did not give the impression of high quality room. When you come to Vegas you want to be impressed. Did not leave the hotel feeling that way.
10,"We booked 2 rooms (friends of ours and us) back in December ""guaranteed strip view"". The only reason we booked with them was we wanted a guarantee on strip view. Cost more to do so but it's what we wanted. Plenty of other places less expensive but no guarantee. We get in at 2:30am and wait on line to check in for over 30 minutes (I get it can't have lots of people on that late). When our friends get to the desk they tell them their room isn't strip view. None available. It's late. We're tired and just want to check in. Our check in agent says something like ""it should already be assigned"" but apparently that room was given to someone else. The agreed to knocking off the resort fees only after they complained that the first 2 offers of waiving 1 day resort fees then 2 days seemed paltry. Said to come back in the am to see what we could do. My friend and I arrive at the desk around 9 and I started talking. I asked how we could book guaranteed strip view and not get it. The desk agent said that wasn't possible to book and its by availability which was factually not true according to our confirmed reservation. I had to keep repeating myself that we in fact booked that but by the third time she started to ignore me and speaking to my friend. When I said ""oh so know you're just going to ignore me"" I was told that I was being loud and rude yet she was the one talking over me the guest when I had the email with the confirmed strip view. My friend being British was getting very uncomfortable confrontation and in the interest of avoiding further conflict said it was fine and insisted we walk away. My son who works in Hotel Operations called it an involuntary downgrade and said it's arguably the worst thing you could do to someone checking in. Said that's an absolute last resort and he'd rather walk someone to a nearby hotel with the same or better accommodations as our booking rather than do what the hotel did. Said they'd also immediately offer the first night free on any involuntary downgrade. In addition our request on our respective room reservation was to be nearby each other. While I realize that is by availability we were on 21 them 11. So when you ask why I'd give them a 1 on likely to recommend (from what I understand that's THE metric for hotels) you can see why. Screwed us on the booking the proximity to each other then your agent being rude."
50,Great Hotel on the Strip. Eately is a great place to find lots of food choices and hang out with friends.  Babbetts is a great steak house with hidden speakeasy.    Rooms are nice and clean Staff is wonderful and friendly
50,Overall fantastic experience. Fully non-smoking was a huge selling feature.We really liked the central strip location felt like a lot of attractios were within an accessible distance. Great on-site food options- Side Betty Grill's portions on things like sweet potato fries dried beans and onion rings were huge and sharable and they're open 24 hours.    Front desk staff was very friendly. We were in a 2 queen strip view room on the bottom floor (23) of NoMad. Room was a good size with a huge sofa- we had a rented scooter in the space and the 4 of us had no issues moving around. Beds are quite fit but comfortable- O usually prefer a softer mattress but actually found this quite comfortable. Bathroom was a bit awkward around the sink and not too large but shower was great.    First night we were wanting to call down for some extra towels but found that our phone wasn't working properly. We could only call on speaker when it was in the cradle which was awkward and hard to hear when we called to tell them about the issue. They sent an engineer up within 10 minutes. Silvestre C was super friendly shared some tips about the property and even gave us a little food credit for the inconvenience.    This is only our second time to Vegas and we did stay at a different property last year. This is an annual trip for us. Given our experience at the Park MGM we have 100% found our resort of choice.
