30,Outrageous prices for food and drinks. Buffet restaurant suspiciously closed. Our room had a rusty bathtub. Housekeeping didn’t service room until we extra asked. The common areas including the casino smell terribly of air freshener which makes me wonder what they would smell like without. Have been here in the past with much better experiences. Disappointed this time around.
40,We visited over 10 years and not a great deal had changed so it is probably time for the upgrade. Although the rooms are ready for the update we were still pleased with what was on offer. Spacious and very clean rooms very comfortable beds and surprisingly very little corridor noise (the doors do slam though!) On arrival we decided to get an extra room and the reception staff were very helpful. With snow in Vegas we couldn’t really use the pool facilities but still had to pay the resort fee. Due to a flight issue we also had to spend a night in an off Strip Vegas hotel with no resort fee and the facilities were much better - in room fridge tea & coffee machine complimentary water sensible bar prices - why can’t this be part of the resort fee? All of the food venues charge…
10,"Extremally disappointing and over priced stay. We paid a ridiculous amount for ""resort"" fees. Yet there was not even an open pool worth going in. like they advertised. One of the other reasons we chose this hotel was the fact that there was a circ show and magic show. Well of course the magician was not there for the 6 nights we were there... which we did not know. And Love was awful. We had our 7 year old daughter who was so excited for this. as we all were. and it was horribly boring and just awful. she fell asleep. she was able to make it to 2-3 am every night. except the horribly over priced and boring Love. they also told me we get %20 off tickets when staying at the mirage. but again. Not true. California pizza was great. the only positive. yet there are other California…"
40,This hotel has not changed in many years but it is so well maintained  you'd never guess how old everything is. The room was beautiful. The only complaint I had was the walk to the elevators is unreal! My husband and I both have problems and we thought we'd never get to our room. Prepare yourself for this if you have issues. As everywhere in Vegas food and drinks are expensive. We ate at the mexican restaurant and it was excellent. problem was we had left overs and the room had a frig - a frig full of booze. no room for anything else. fortunately I brought a small cooler bag and used that.
50,Loved our stay! This hotel was clean comfortable and fun. The staff were really friendly and the amenities available are great. We watched the Super Bowl at the sports book in the hotel which was awesome and loved all the dining options available. Sooooo sad the mirage will be going!
50,The Mirage is a Wonderful Hotel with staff that treat you like royalty. The rooms are wonderful nice mattresses and pillows. Everything is kept so clean. You couldn't ask for a better place to stay
50,The Mirage is now taken over by the Hard Rock group and the service was INCREDIBLE! I had booked a standard room for arrival this week to enjoy my birthday but when I got there the desk clerk said that regretfully they had been overbooked and my standard room was not available. But they were assigning a better room for me to make up for it. When he said what it was I figured he was kidding...but he wasn't --- they put me in a PENTHOUSE SUITE! It was fantastic!
50,I love the Mirage and will certainly miss it the way it is. However I do look forward to see how Hard Rock establishes itself here in Vegas. Our recent visit this February was top notch! Staff everywhere was friendly and attentive. The casino was clean and well staffed with security for your safety. I truly appreciated that. The rooms are a bit tired but that will soon change under the new owners. Good Luck Hard Rock!!
30,Great location The location is right in the center which is great but the rooms are old and outdated. The bathroom is small with very low ceilings. Drainage was awful in the shower. Casino is nice and spacious. You have a lot of options of places to eat.
50,We have just returned from 4 wonderful nights at the clean and beautiful Mirage with our miniature Australian Shepherd. We planned on 2 nights but had so much fun and were so comfortable we stayed longer. Excellent room service food from The Pantry. Loved seeing the Beatles Cirque De Soleil. And yummy lobster tacos at the Still. Every worker was friendly. We will come back!
20,We stay 1 night in Sin City because of the flight schedule. The iconic hotel was not what I was expecting. The casino was nice plenty of restaurants lots of people. But the room that we were given was just BLAH. The bathroom while loaded with amenities was not very clean. The bathtub looked like it was not clean the room did not smell clean. Horizontal surfaces needed a good cleaning. The hotel is in a good location right in the heart of the strip.
40,The Mirage is a unique Las Vegas resort. The must see/do is “The Beatles: Love” show. I’ve seen 3 Cirque du Soleil shows and this one is the best!    “Hard Rock International” recently bought The Mirage. I really hope they keep it mostly the same. Please keep the Beatles show; as well as the beautiful indoor gardens and outdoor entrance.    The guest rooms especially the bathrooms need some upgrading. I hope the old tub/showers get replaced with a nice standing shower (for example).    Overall The Mirage is a great Vegas resort and I hope that Hard Rock maintains the Mirage’s charm.    If I find out that the charm is gone I will not stay there again. If the charm stays I will happily return.
10,Caution when paying the resort fee and deposit. They charged us as one giant resort fee instead of a free and deposit. First time we called they lied and said they sent it. Second attempt they admitted fault and refunded us an incorrect amount with a blank receipt emailed. I recommend MGM Grand as a better alternative.
30,Stayed here for the CES Conference. It was a good location to all the Venues and transfers to the convention center. Close to the Venetian Fashion Mall Caesars and lots of restaurants.    The rooms have no tea/coffee making facilities. There is no fridge for use. The fridge is locked and you need to ask the front desk to unlock but you can not remove anything as you will be charged.    The room was not clean. The carpets were extremely dusty in the corners with the same bits of crumbs on the floor the whole time we were there.    Housekeeping did not change the sheets for 3 days even though there was a major stain on them. After calling housekeeping they just remade the bed again. Told them to change it and then they finally did but came 3 hours later to do it just when we came back to sleep. Very disappointing.    There is no consistency in the procedures.    The bed was comfortable. The rest of the room was good.    Staff were ok but could be friendlier.
10,The Mirage used to be one of my favourite hotels. Since being purchased by Hard Rock it’s overall terrible. I was excited to see what Hard Rock would offer but I am extremely disappointed.    The Unity rewards program is an awful program so I wouldn’t recommend wasting your time or money at this hotel. The staff received so many complaints while we were there and they all just seemed deflated.    Mlife/MGM is overall a MUCH better program and hotel chain. They treat their customers right and appreciate your loyalty. If you are used to the MGM rewards program I highly recommend booking one of their other properties and passing on the Mirage.
50,I had a great stay at the Mirage hotel. The location is great! Right in the middle of all the action on the strip. The hotel is beautiful with lots of tropical foliage in the lobby and guest services area. We saw the Beatles love cirque de soleil show and it is was phenomenal! The pool is also large with a water fountain and there’s lots of seating around the pool area. It’s too bad that the Mirage will be be closing because I definitely would have returned to stay again!
