50,Stayed here for the half marathon weekend.. everything went well from the location to the start line. Plenty of food options around. Check-in and checkout was fast and simple. Overall decor of the casino was a good experience.
50,Everything from the Vip Lounge Service Housekeeping Engineer Service Limo Drivers to the Casino/Hotel Front Desk Representatives were truly Outstanding! The Suite was clean the temperature was great and the beds and other furniture were comfortable. We loved all the plump pillows as well. When we called about an issue with the television volume it was fixed within the hour. Check in was a breeze and I checked out utilizing the television without any issues and dropped out room keys into the drop box in the elevator lobby. Location for us was not an issue as we used the tram for other strip locations and called an Uber and spent a day downtown. I really had nothing to complain about.
30,We stayed at the Luxor based on childhood memories of my favorite hotel of our family Vegas trips. Not much has changed since the early 2000's and many of the rooms are in need of upgrades and repair. I was honestly disappointed with the state of the rooms especially given the prices.    Location on the Strip is great with walkways to Mandalay Bay and a tram between Excalibur Luxor and Mandalay Bay made for convenient walking.    Customer service was great Location is so convenient.  However the rooms are outdated and not worth the price.
40,We booked the Luxor as it was a bit more affordable than other places we have stayed previously on the strip and I wasn't actually expecting that much. I was pleasantly surprised at the comfort of the room easy self-parking and convenience to Mandalay Bay which had some restaurants we wanted to eat at during our stay.
10,Housekeeping cleaned my room despite my request not to. They took ALL the soap & I had to call 4x to get soap. I nearly missed attending an expensive show because of their incompetence. And then they did it the next day too. The tub tap leaked continuously and had hard water build-up caked all over the faucet. Environmentally irresponsible.    I didn’t need an alarm clock. I woke up at the crack of dawn when they started blowing debris off of the turf outside.    Had a couple rude & inconvenient experiences at the Registration desk too.    Considering the weekend nights were over $500 you might as well stay somewhere nicer cleaner and with competent staff.
50,While not the most luxurious property on the strip the Luxor was very nice for the cost of the room it was also close to my conference hotel. New upgrades were evident in the rooms (wallpaper and dresser) and the bed linens were thick and plush. There are never enough Starbucks anywhere during the morning conference rush but that was the only downside.
10,I reserved a elite suite in June 2022 and I was told there were no elite suites available. They gave me an extra $150 for the problem but I didn’t care about the money. They should have the room you reserved that you reserved 7 months before you arrived and there was no communication from the resort before I arrived.
10,Dirty rooms poor service. No hot water for showers. Ripped sheets. Earring left on nightstand from previous guest. Parts of the hotel/casino smell like sewer and the ceilings were leaking. Very cheap place.
50,Luxor hotel was an amazing experience first time staying there but will definitely stay there again on my next trip! I will definitely let friends and family know to stay there as well when going out to Vegas !
40,The location is a bit far from the action of the strip. Some of the rooms a very outdated. But if your stay in the towers if feels like a completely different hotel. I will only stay in the towers. The rooms are way more updated. They might be a little smaller but it’s worth it.
30,It was ok at best the room was clean and checking in was all right the parking was a nightmare and the room service lady walked in our room was out knocking and caught me and my wife making love so that was an issue
50,I don't understand the bad reviews at all! The hotel is a little dated but the rooms were nice and staff at the hotel and the casino were awesome. Food options were great gambling was fun. I would stay here for the money anytime. The outdoor area around the parking lot was a little trashed but that is because we rented a car and self parked.
10,The only thing positive was the nostalgia of early 2000s.  I was charged $446 when I was supposed to be charged $343. I tried to checkin using app and it didn’t work so I waited in line for 30min. Horrible experience only then to be overcharged.
40,First time experience and Luxor. Clean courteous and friendly staff easy to navigate with space enough to not make you feel like cattle. Buffet Breakfast offered lots of choices and was clean and constantly presentable. Thank you
30,People movers were down between properties water was cold for showers and the pipes were loud all night we thought the neighbors were having good squeaky fun all night. We're passed on by site staff for MGM Rewards items to go to another property.
40,The rooms were nice. Bathrooms were clean and updated. The restaurant selection inside was decent and the location was perfect. The hallways were a little gross and sometimes smelled and our hot water was not great. It wasn’t cold but my lukewarm shower was not my favorite. But that was really the only bad thing I could think of. I would absolutely stay here again.
30,Room cleanliness could use some work behind the tub u could tell where people laid there head and was stained or not clean. A/C would not get very cool no matter how low we set it. Other than that it was decent for the price.
50,I received a complimentary night at the Luxor so I took advantage and stayed. The room was clean the sports book had plenty of available seating and the ice machine was close to my room. MGM doesn't disappoint with their hotels.
30,There was a rain storm that leaked into our rooms. I had booked 3 rooms and 2 of the 3 rooms had water leaks from the rain. One even dampen clothing from the leak. I had called to notify them of the leak and they said they would be sending someone to take a look but no one came. When I checked out they said they had no record of the call and had just only taken off the resort fees for two of the 3 rooms for one night. I'm not really satisfied with the resolution and the service received. I didn't feel valued.
50,Had a pleasant stay at Luxor great customer service clean room and excellent location.  I do recommend this hotel this is my third stay and iI have had any issues.  A minor observation live music a little too loud this last stay. I was on the 14th floor room 133
20,Our room began to leak into our suite case while we were out so when we arrived back we found all of our belongings every last piece of clothing was soaking wet the hotel switched us rooms which was a GIVEN and 100% expected the (bare minimum) ! And only provided 75$ as credit for bar and food I would have loved for them to even buy us a clean shirt and shorts or even clean underwear to wear to bed or to wear after we showered that night but no ( we tried to use the credit for clothes but we’re told we could not) instead we had to bag all of our soaking wet clothes in plastic mgm bags that were provided by their bell service and slept in our clothes from the day with hair smelling like casino smoke and cigarettes… as you can imagine I was extremely upset then we were charged an over weight fee of 69.00 at the airport because of the soaking wet clothes !! We were not over weight when we arrived but we sure took 4 pounds of soaking wet clothes back home just a horrible experience worst birthday trip experience keep in mind I showed the hotel front desk staff the video of our suite case full of water and got a yeah whatever reaction so I’m sure this happens often .. if your wondering what the building next to the pyramid is  it’s where they send all the unhappy guest after there rooms has begun to leak !! Such a crappy experience..
10,not happy at all the parking was 40 dollars a day and all the restaurants closed at 3 pm the tables to gamble were 20 dollars or more per hand would like more options...nothing really to do at this hotel will not return
30,Stayed three nights for a Stay and Play youth soccer tournament. Seemed like an odd choice but anyhow. I would say staying at the Luxor was a classic case of you get what you paid for. We had a room in the pyramid. It was dated no frills (I never knew renting a mini fridge was a thing) the windows leaked when it rained but on the plus side the beds were comfy and the shower had probably the best water pressure of any hotel I have ever stayed at. 😆    The food was not bad either restaurants or food court options though certainly came with that Vegas premium price. All the staff we interacted with were friendly and helpful. The hotel is certainly in need of some maintenance and some updating.    If given the choice I would not stay here again but for the price it served its purpose. It’s location is a bit of a hassle if you want to access the main strip but there is the tram to get you near New York New York and then monorail access at the MGM Grand.
50,Came out with family for a birthday celebration had a great time at luxor great experience fun times on the casino floor and winnings! Will definitely be back here and staying at this resort again for our next trip
50,Quick staycae with my wife while I work on the strip. Room had easy access to uber pick up. Room was clean and spacious and I love the separate tub & shower. Nice to unwind in the jetted tub after standing for 10 hours. Returning this week
40,Paid extra for stay well but could still smell cigarettes despite being on 26th floor and my skin got so dry.  It got REALLY windy and it shook the windows. Couldnt' sleep that whole night. But the other nights were good.
20,The room was okay - lacked a microwave or fridge but we dealt with that. All was okay until we returned from a day out (it had started raining out) we came to our room with parts of ceiling falling in and a steady stream of water dripping that soaked the floor chair and personal items. After being hung up on our first call to the front desk- the next person was more polite but we were offered a bucket and added towels. “Many of our rooms are leaking right now” so - as long as you don’t visit when it rains you may be okay! Poor response to a very wet and inconvenient situation.
30,Hotel was OK. We stayed in the pyramid and the room was quite a walk from the lone bank of elevators no option for stairs. The housekeepers didn't clean the room unless you were gone by 0900 in the morning. We stopped the maid and asked her to clean the room after 4 nights and she still didn't come. Price was right but that's about it.
30,Luxor is a mediocre property on the strip located less centrally so you'll have to walk a bit to the other resorts. The staff was friendly but the rooms were dark and smelled bad. Also limited food options and casino machines. Wouldn't recommend unless you're ok with the bare bones experience
40,This was my first time in Vegas and my first time in the Luxor Hotel. It was a very nice experience. The place was very nice and clean. The pillow and bed were very comfortable. There was no issues with noise and I was able to sleep very comfortably. I really enjoyed my stay and added an additonal night. I will definetely come back.
40,We had 4 nights comped at the Luxor and after reading all the not so great reviews we weren't expecting much. Firstly the elevators in the pyramid are fine. We were on the 27th floor in a Stay Well Queen room. It was clean and tidy and bright-just as the photos showed. The bathroom was big with loads of counter top space and towels. Really impressed and wouldn't hesitate to stay in one of their Stay Well rooms again.
40,This room had great water pressure. It was a decent room over all. I had trouble with my digital key not working in the elevators because I lost wifi signal when entering the elevator hallway. I had to stand in line a few time for keys. Two of the three front desk staff I interacted with were a bit crabby. Overall the stay was decent.
30,Mobile check in is super convenient but still get key cards as the digital key doesn't always work for the elevator or the room.  Shower door handle was broken. Bathroom exhaust fan wasn't working. Counterrtop below TV was sticky and had crumbs on it.
20,A truck backed below are room at 5:30 am was there for 2 hours  Doing something with a loud pump running drinks and food to expensive had room service food was cold by the time we received it will not stay again
40,Staff and experience was very nice! Friendly and helpful during our entire stay. I felt very comfortable and safe. The staff was professional friendly and most of all they seem to remember guest are there to have fun. They had a since of humor which made our group’s experience more enjoyable.
30,We came in Oct. 2022 and then in Feb. 2023 to celebrate our Annivesary our Birthdays and my wife's retirement. This was my wife's 9th trip and my 4th to Vegas we have stayed at the Luxor the 4 times I have come with my wife her and her sister and their girlfriends have stayed at other hotels as well.
10,Carpet coming off the floor. They charge random prices for shows. Way to expensive for a dirty room and they do not care if you're with a wedding party you won't be in the same area nor can you get to other rooms
